"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","323","Atualizar os dados de um usuário com sucesso (PUT)","API - Gestão de Usuários","Thu Apr 23 15:38:08 UTC 2026","passed","Thu Apr 23 15:38:08 UTC 2026","","","",""
"","2878","Fechamento de compra pagando com Pix","Checkout","Thu Apr 23 15:38:25 UTC 2026","passed","Thu Apr 23 15:38:27 UTC 2026","","","",""
"","66","Visualizar carrinho de compras (GET)","API - Checkout e Carrinho","Thu Apr 23 15:38:05 UTC 2026","passed","Thu Apr 23 15:38:05 UTC 2026","","","",""
"","559","Validação de Campos Obrigatórios no Checkout","Checkout","Thu Apr 23 15:38:30 UTC 2026","passed","Thu Apr 23 15:38:31 UTC 2026","","","",""
"","4218","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Thu Apr 23 15:38:38 UTC 2026","passed","Thu Apr 23 15:38:42 UTC 2026","","","",""
"","4585","Fechamento de compra CRIANDO A CONTA","Checkout","Thu Apr 23 15:38:31 UTC 2026","passed","Thu Apr 23 15:38:36 UTC 2026","","","",""
"","524","Adicionar produto com sucesso","Home - Adicionar Produtos","Thu Apr 23 15:38:37 UTC 2026","passed","Thu Apr 23 15:38:38 UTC 2026","","","",""
"","3774","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Thu Apr 23 15:38:21 UTC 2026","passed","Thu Apr 23 15:38:24 UTC 2026","","","",""
"","3809","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Thu Apr 23 15:38:17 UTC 2026","passed","Thu Apr 23 15:38:21 UTC 2026","","","",""
"","52","Limpar carrinho de compras (DELETE)","API - Checkout e Carrinho","Thu Apr 23 15:38:05 UTC 2026","passed","Thu Apr 23 15:38:05 UTC 2026","","","",""
"","212","Fechamento de compra com sucesso (POST)","API - Checkout e Carrinho","Thu Apr 23 15:38:05 UTC 2026","passed","Thu Apr 23 15:38:05 UTC 2026","","","",""
"","3955","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Thu Apr 23 15:38:13 UTC 2026","passed","Thu Apr 23 15:38:17 UTC 2026","","","",""
"","2962","Fechamento de compra pagando com Boleto","Checkout","Thu Apr 23 15:38:27 UTC 2026","passed","Thu Apr 23 15:38:30 UTC 2026","","","",""
"","925","Analisar carrinho vazio","Carrinho de Compras","Thu Apr 23 15:38:10 UTC 2026","passed","Thu Apr 23 15:38:11 UTC 2026","","","",""
