"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55","Limpar carrinho de compras (DELETE)","API - Checkout e Carrinho","Fri May 01 20:04:51 UTC 2026","passed","Fri May 01 20:04:51 UTC 2026","","","",""
"","192","Fechamento de compra com sucesso (POST)","API - Checkout e Carrinho","Fri May 01 20:04:51 UTC 2026","passed","Fri May 01 20:04:51 UTC 2026","","","",""
"","60","Visualizar carrinho de compras (GET)","API - Checkout e Carrinho","Fri May 01 20:04:51 UTC 2026","passed","Fri May 01 20:04:51 UTC 2026","","","",""
"","3060","Fechamento de compra pagando com Pix","Checkout","Fri May 01 20:05:13 UTC 2026","passed","Fri May 01 20:05:16 UTC 2026","","","",""
"","2939","Fechamento de compra pagando com Boleto","Checkout","Fri May 01 20:05:16 UTC 2026","passed","Fri May 01 20:05:19 UTC 2026","","","",""
"","615","Adicionar produto com sucesso","Home - Adicionar Produtos","Fri May 01 20:05:27 UTC 2026","passed","Fri May 01 20:05:27 UTC 2026","","","",""
"","3755","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Fri May 01 20:05:06 UTC 2026","passed","Fri May 01 20:05:09 UTC 2026","","","",""
"","620","Validação de Campos Obrigatórios no Checkout","Checkout","Fri May 01 20:05:19 UTC 2026","passed","Fri May 01 20:05:20 UTC 2026","","","",""
"","4265","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Fri May 01 20:05:01 UTC 2026","passed","Fri May 01 20:05:06 UTC 2026","","","",""
"","3859","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Fri May 01 20:05:09 UTC 2026","passed","Fri May 01 20:05:13 UTC 2026","","","",""
"","4313","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Fri May 01 20:05:27 UTC 2026","passed","Fri May 01 20:05:32 UTC 2026","","","",""
"","823","Analisar carrinho vazio","Carrinho de Compras","Fri May 01 20:04:59 UTC 2026","passed","Fri May 01 20:04:59 UTC 2026","","","",""
"","352","Atualizar os dados de um usuário com sucesso (PUT)","API - Gestão de Usuários","Fri May 01 20:04:56 UTC 2026","passed","Fri May 01 20:04:57 UTC 2026","","","",""
"","4767","Fechamento de compra CRIANDO A CONTA","Checkout","Fri May 01 20:05:20 UTC 2026","passed","Fri May 01 20:05:25 UTC 2026","","","",""
