"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","837","Analisar carrinho vazio","Carrinho de Compras","Tue Apr 21 00:27:01 UTC 2026","passed","Tue Apr 21 00:27:02 UTC 2026","","","",""
"","48","POST - Fechamento de compra","CRUD Scenarios","Tue Apr 21 00:27:35 UTC 2026","passed","Tue Apr 21 00:27:35 UTC 2026","","","",""
"","551","Adicionar produto com sucesso","Home - Adicionar Produtos","Tue Apr 21 00:27:29 UTC 2026","passed","Tue Apr 21 00:27:29 UTC 2026","","","",""
"","3014","Fechamento de compra pagando com Boleto","Checkout","Tue Apr 21 00:27:18 UTC 2026","passed","Tue Apr 21 00:27:21 UTC 2026","","","",""
"","3874","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Tue Apr 21 00:27:12 UTC 2026","passed","Tue Apr 21 00:27:15 UTC 2026","","","",""
"","3854","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Tue Apr 21 00:27:08 UTC 2026","passed","Tue Apr 21 00:27:12 UTC 2026","","","",""
"","4250","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Tue Apr 21 00:27:29 UTC 2026","passed","Tue Apr 21 00:27:34 UTC 2026","","","",""
"","30","DELETE - Limpar carrinho de compras","CRUD Scenarios","Tue Apr 21 00:27:35 UTC 2026","passed","Tue Apr 21 00:27:35 UTC 2026","","","",""
"","4771","Fechamento de compra CRIANDO A CONTA","Checkout","Tue Apr 21 00:27:22 UTC 2026","passed","Tue Apr 21 00:27:27 UTC 2026","","","",""
"","2927","Fechamento de compra pagando com Pix","Checkout","Tue Apr 21 00:27:15 UTC 2026","passed","Tue Apr 21 00:27:18 UTC 2026","","","",""
"","586","Validação de Campos Obrigatórios no Checkout","Checkout","Tue Apr 21 00:27:22 UTC 2026","passed","Tue Apr 21 00:27:22 UTC 2026","","","",""
"","26","GET - Visualizar carrinho de compras","CRUD Scenarios","Tue Apr 21 00:27:35 UTC 2026","passed","Tue Apr 21 00:27:35 UTC 2026","","","",""
"","3970","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Tue Apr 21 00:27:04 UTC 2026","passed","Tue Apr 21 00:27:08 UTC 2026","","","",""
