"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3810","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Sat May 02 00:15:25 UTC 2026","passed","Sat May 02 00:15:29 UTC 2026","","","",""
"","3055","Fechamento de compra pagando com Boleto","Checkout","Sat May 02 00:15:32 UTC 2026","passed","Sat May 02 00:15:35 UTC 2026","","","",""
"","540","Validação de Campos Obrigatórios no Checkout","Checkout","Sat May 02 00:15:35 UTC 2026","passed","Sat May 02 00:15:35 UTC 2026","","","",""
"","2967","Fechamento de compra pagando com Pix","Checkout","Sat May 02 00:15:29 UTC 2026","passed","Sat May 02 00:15:32 UTC 2026","","","",""
"","4331","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Sat May 02 00:15:42 UTC 2026","passed","Sat May 02 00:15:47 UTC 2026","","","",""
"","331","Atualizar os dados de um usuário com sucesso (PUT)","API - Gestão de Usuários","Sat May 02 00:15:12 UTC 2026","passed","Sat May 02 00:15:12 UTC 2026","","","",""
"","196","Fechamento de compra com sucesso (POST)","API - Checkout e Carrinho","Sat May 02 00:15:10 UTC 2026","passed","Sat May 02 00:15:10 UTC 2026","","","",""
"","56","Limpar carrinho de compras (DELETE)","API - Checkout e Carrinho","Sat May 02 00:15:10 UTC 2026","passed","Sat May 02 00:15:10 UTC 2026","","","",""
"","3797","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Sat May 02 00:15:21 UTC 2026","passed","Sat May 02 00:15:25 UTC 2026","","","",""
"","537","Adicionar produto com sucesso","Home - Adicionar Produtos","Sat May 02 00:15:42 UTC 2026","passed","Sat May 02 00:15:42 UTC 2026","","","",""
"","4824","Fechamento de compra CRIANDO A CONTA","Checkout","Sat May 02 00:15:35 UTC 2026","passed","Sat May 02 00:15:40 UTC 2026","","","",""
"","4551","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Sat May 02 00:15:16 UTC 2026","passed","Sat May 02 00:15:21 UTC 2026","","","",""
"","59","Visualizar carrinho de compras (GET)","API - Checkout e Carrinho","Sat May 02 00:15:10 UTC 2026","passed","Sat May 02 00:15:10 UTC 2026","","","",""
"","960","Analisar carrinho vazio","Carrinho de Compras","Sat May 02 00:15:14 UTC 2026","passed","Sat May 02 00:15:15 UTC 2026","","","",""
