"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2894","Fechamento de compra pagando com Pix","Checkout","Thu Apr 23 17:00:11 UTC 2026","passed","Thu Apr 23 17:00:14 UTC 2026","","","",""
"","57","Limpar carrinho de compras (DELETE)","API - Checkout e Carrinho","Thu Apr 23 16:59:52 UTC 2026","passed","Thu Apr 23 16:59:52 UTC 2026","","","",""
"","54","Visualizar carrinho de compras (GET)","API - Checkout e Carrinho","Thu Apr 23 16:59:52 UTC 2026","passed","Thu Apr 23 16:59:52 UTC 2026","","","",""
"","596","Validação de Campos Obrigatórios no Checkout","Checkout","Thu Apr 23 17:00:17 UTC 2026","passed","Thu Apr 23 17:00:17 UTC 2026","","","",""
"","2912","Fechamento de compra pagando com Boleto","Checkout","Thu Apr 23 17:00:14 UTC 2026","passed","Thu Apr 23 17:00:17 UTC 2026","","","",""
"","4220","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Thu Apr 23 16:59:59 UTC 2026","passed","Thu Apr 23 17:00:03 UTC 2026","","","",""
"","350","Atualizar os dados de um usuário com sucesso (PUT)","API - Gestão de Usuários","Thu Apr 23 16:59:54 UTC 2026","passed","Thu Apr 23 16:59:55 UTC 2026","","","",""
"","4250","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Thu Apr 23 17:00:25 UTC 2026","passed","Thu Apr 23 17:00:29 UTC 2026","","","",""
"","3828","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Thu Apr 23 17:00:07 UTC 2026","passed","Thu Apr 23 17:00:11 UTC 2026","","","",""
"","4777","Fechamento de compra CRIANDO A CONTA","Checkout","Thu Apr 23 17:00:17 UTC 2026","passed","Thu Apr 23 17:00:22 UTC 2026","","","",""
"","3804","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Thu Apr 23 17:00:03 UTC 2026","passed","Thu Apr 23 17:00:07 UTC 2026","","","",""
"","203","Fechamento de compra com sucesso (POST)","API - Checkout e Carrinho","Thu Apr 23 16:59:52 UTC 2026","passed","Thu Apr 23 16:59:52 UTC 2026","","","",""
"","864","Analisar carrinho vazio","Carrinho de Compras","Thu Apr 23 16:59:56 UTC 2026","passed","Thu Apr 23 16:59:57 UTC 2026","","","",""
"","596","Adicionar produto com sucesso","Home - Adicionar Produtos","Thu Apr 23 17:00:24 UTC 2026","passed","Thu Apr 23 17:00:25 UTC 2026","","","",""
