"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","969","Analisar carrinho vazio","Carrinho de Compras","Thu Apr 23 15:20:13 UTC 2026","passed","Thu Apr 23 15:20:14 UTC 2026","","","",""
"","62","Visualizar carrinho de compras (GET)","API - Checkout e Carrinho","Thu Apr 23 15:20:05 UTC 2026","passed","Thu Apr 23 15:20:05 UTC 2026","","","",""
"","2986","Fechamento de compra pagando com Boleto","Checkout","Thu Apr 23 15:20:31 UTC 2026","passed","Thu Apr 23 15:20:34 UTC 2026","","","",""
"","3138","Fechamento de compra pagando com Pix","Checkout","Thu Apr 23 15:20:28 UTC 2026","passed","Thu Apr 23 15:20:31 UTC 2026","","","",""
"","3743","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Thu Apr 23 15:20:24 UTC 2026","passed","Thu Apr 23 15:20:28 UTC 2026","","","",""
"","4342","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Thu Apr 23 15:20:16 UTC 2026","passed","Thu Apr 23 15:20:20 UTC 2026","","","",""
"","198","Fechamento de compra com sucesso (POST)","API - Checkout e Carrinho","Thu Apr 23 15:20:05 UTC 2026","passed","Thu Apr 23 15:20:05 UTC 2026","","","",""
"","60","Limpar carrinho de compras (DELETE)","API - Checkout e Carrinho","Thu Apr 23 15:20:05 UTC 2026","passed","Thu Apr 23 15:20:05 UTC 2026","","","",""
"","4848","Fechamento de compra CRIANDO A CONTA","Checkout","Thu Apr 23 15:20:35 UTC 2026","passed","Thu Apr 23 15:20:39 UTC 2026","","","",""
"","4621","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Thu Apr 23 15:20:42 UTC 2026","passed","Thu Apr 23 15:20:47 UTC 2026","","","",""
"","3926","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Thu Apr 23 15:20:20 UTC 2026","passed","Thu Apr 23 15:20:24 UTC 2026","","","",""
"","440","Atualizar os dados de um usuário com sucesso (PUT)","API - Gestão de Usuários","Thu Apr 23 15:20:10 UTC 2026","passed","Thu Apr 23 15:20:11 UTC 2026","","","",""
"","598","Validação de Campos Obrigatórios no Checkout","Checkout","Thu Apr 23 15:20:34 UTC 2026","passed","Thu Apr 23 15:20:35 UTC 2026","","","",""
"","614","Adicionar produto com sucesso","Home - Adicionar Produtos","Thu Apr 23 15:20:41 UTC 2026","passed","Thu Apr 23 15:20:42 UTC 2026","","","",""
