"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51","Limpar carrinho de compras (DELETE)","API - Checkout e Carrinho","Thu Apr 23 16:56:06 UTC 2026","passed","Thu Apr 23 16:56:07 UTC 2026","","","",""
"","4103","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Thu Apr 23 16:56:12 UTC 2026","passed","Thu Apr 23 16:56:16 UTC 2026","","","",""
"","192","Fechamento de compra com sucesso (POST)","API - Checkout e Carrinho","Thu Apr 23 16:56:06 UTC 2026","passed","Thu Apr 23 16:56:06 UTC 2026","","","",""
"","270","Atualizar os dados de um usuário com sucesso (PUT)","API - Gestão de Usuários","Thu Apr 23 16:56:08 UTC 2026","broken","Thu Apr 23 16:56:08 UTC 2026","","","",""
"","3646","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Thu Apr 23 16:56:20 UTC 2026","passed","Thu Apr 23 16:56:24 UTC 2026","","","",""
"","2866","Fechamento de compra pagando com Pix","Checkout","Thu Apr 23 16:56:24 UTC 2026","passed","Thu Apr 23 16:56:27 UTC 2026","","","",""
"","534","Adicionar produto com sucesso","Home - Adicionar Produtos","Thu Apr 23 16:56:37 UTC 2026","passed","Thu Apr 23 16:56:37 UTC 2026","","","",""
"","4607","Fechamento de compra CRIANDO A CONTA","Checkout","Thu Apr 23 16:56:30 UTC 2026","passed","Thu Apr 23 16:56:35 UTC 2026","","","",""
"","538","Validação de Campos Obrigatórios no Checkout","Checkout","Thu Apr 23 16:56:30 UTC 2026","passed","Thu Apr 23 16:56:30 UTC 2026","","","",""
"","55","Visualizar carrinho de compras (GET)","API - Checkout e Carrinho","Thu Apr 23 16:56:06 UTC 2026","passed","Thu Apr 23 16:56:06 UTC 2026","","","",""
"","787","Analisar carrinho vazio","Carrinho de Compras","Thu Apr 23 16:56:10 UTC 2026","passed","Thu Apr 23 16:56:11 UTC 2026","","","",""
"","2938","Fechamento de compra pagando com Boleto","Checkout","Thu Apr 23 16:56:27 UTC 2026","passed","Thu Apr 23 16:56:30 UTC 2026","","","",""
"","3753","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Thu Apr 23 16:56:17 UTC 2026","passed","Thu Apr 23 16:56:20 UTC 2026","","","",""
"","4092","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Thu Apr 23 16:56:37 UTC 2026","passed","Thu Apr 23 16:56:41 UTC 2026","","","",""
