"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10496","Fechamento de compra com cartão de crédito com a ""Mastercard"" não cadastrando a conta (example #2)","Checkout","Fri May 01 00:18:04 UTC 2026","failed","Fri May 01 00:18:15 UTC 2026","","","",""
"","10660","Fechamento de compra com cartão de crédito com a ""Visa"" não cadastrando a conta (example #1)","Checkout","Fri May 01 00:17:54 UTC 2026","failed","Fri May 01 00:18:04 UTC 2026","","","",""
"","58","Visualizar carrinho de compras (GET)","API - Checkout e Carrinho","Fri May 01 00:17:47 UTC 2026","passed","Fri May 01 00:17:47 UTC 2026","","","",""
"","10495","Fechamento de compra pagando com Boleto","Checkout","Fri May 01 00:18:36 UTC 2026","failed","Fri May 01 00:18:46 UTC 2026","","","",""
"","10492","Fechamento de compra com cartão de crédito com a ""Amex"" não cadastrando a conta (example #3)","Checkout","Fri May 01 00:18:15 UTC 2026","failed","Fri May 01 00:18:25 UTC 2026","","","",""
"","783","Analisar carrinho vazio","Carrinho de Compras","Fri May 01 00:17:51 UTC 2026","passed","Fri May 01 00:17:52 UTC 2026","","","",""
"","192","Fechamento de compra com sucesso (POST)","API - Checkout e Carrinho","Fri May 01 00:17:47 UTC 2026","passed","Fri May 01 00:17:47 UTC 2026","","","",""
"","49","Limpar carrinho de compras (DELETE)","API - Checkout e Carrinho","Fri May 01 00:17:47 UTC 2026","passed","Fri May 01 00:17:47 UTC 2026","","","",""
"","10628","Adicionar produto com sucesso","Home - Adicionar Produtos","Fri May 01 00:19:09 UTC 2026","failed","Fri May 01 00:19:20 UTC 2026","","","",""
"","342","Atualizar os dados de um usuário com sucesso (PUT)","API - Gestão de Usuários","Fri May 01 00:17:49 UTC 2026","passed","Fri May 01 00:17:49 UTC 2026","","","",""
"","10472","Validação de Campos Obrigatórios no Checkout","Checkout","Fri May 01 00:18:46 UTC 2026","failed","Fri May 01 00:18:57 UTC 2026","","","",""
"","10505","Fechamento de compra CRIANDO A CONTA","Checkout","Fri May 01 00:18:57 UTC 2026","failed","Fri May 01 00:19:07 UTC 2026","","","",""
"","10698","Fechamento de compra com múltiplas unidades do mesmo produto","Home - Adicionar Produtos","Fri May 01 00:19:20 UTC 2026","failed","Fri May 01 00:19:30 UTC 2026","","","",""
"","10488","Fechamento de compra pagando com Pix","Checkout","Fri May 01 00:18:25 UTC 2026","failed","Fri May 01 00:18:36 UTC 2026","","","",""
